MERCHANT_TX_ID,TX_ID,PAYMENT_REFERENCE,EVENT_TYPE,EVENT_TIMESTAMP,MERCHANT_ID,PAYMENT_METHOD,AMOUNT,CURRENCY,COUNTRY
4817243b-57d0-47bc-af02-a89af25f2166,2130406553,5WBCA4F,SUCCEEDED,2023-09-23T11:21:46Z,TAZAPAYLIVECDKLLC4345246589,BLIK,199.99,PLN,PL
e2e56325-b75f-425f-80de-fc6176169936,2130406745,5N160UH,SUCCEEDED,2023-09-23T11:22:20Z,TAZAPAYLIVECDKLLC4345246589,BLIK,216.19,PLN,PL
bbfc2c54-6fe9-4716-9def-e324c4424ac1,140120093730,6AW66MA,SUCCEEDED,2023-09-23T11:23:55Z,TAZAPAYLIVECDKLLC4345246589,BLIK,74.81,PLN,PL
f12aae34-72ca-4375-8c8a-c2111315f047,2130408368,5MGNVEH,SUCCEEDED,2023-09-23T11:25:55Z,TAZAPAYLIVECDKLLC4345246589,BLIK,242.09,PLN,PL
3bcb9251-50fa-4d35-8b6d-2daad6bcff7e,2130409178,52OPZU1,SUCCEEDED,2023-09-23T11:27:43Z,TAZAPAYLIVECDKLLC4345246589,BLIK,351.29,PLN,PL
e3eb1255-8131-448d-89ba-0fee756afcdc,140120095181,6U6GROF,SUCCEEDED,2023-09-23T11:28:02Z,TAZAPAYLIVECDKLLC4345246589,BLIK,86.39,PLN,PL
7aefe7f2-e1b1-45ce-a487-11343f10a6ed,140120095677,6K46ZH5,SUCCEEDED,2023-09-23T11:28:51Z,TAZAPAYLIVECDKLLC4345246589,BLIK,28.09,PLN,PL
452e2ffa-779c-4e36-a20c-063e04c4e49a,2130410351,5FO7OXD,SUCCEEDED,2023-09-23T11:30:44Z,TAZAPAYLIVECDKLLC4345246589,BLIK,55.59,PLN,PL
44b5a989-63a7-4aec-b428-1b58665aed73,2130412708,5LNVYBD,SUCCEEDED,2023-09-23T11:36:48Z,TAZAPAYLIVECDKLLC4345246589,BLIK,351.29,PLN,PL
620405b7-1bff-4195-955a-9a6d4575ab90,140120098867,61QFZFO,SUCCEEDED,2023-09-23T11:37:36Z,TAZAPAYLIVECDKLLC4345246589,BLIK,102.69,PLN,PL
